sequence_names, nt_proportion0, nt_proportion1, nt_proportion2, nt_proportion3, dinucleotide_proportion0, dinucleotide_proportion1, dinucleotide_proportion2, dinucleotide_proportion3, dinucleotide_proportion4, dinucleotide_proportion5, dinucleotide_proportion6, dinucleotide_proportion7, dinucleotide_proportion8, dinucleotide_proportion9, dinucleotide_proportion10, dinucleotide_proportion11, dinucleotide_proportion12, dinucleotide_proportion13, dinucleotide_proportion14, dinucleotide_proportion15, gc_content, gc_ratio, sequence_length, bp_number, dP, bp_proportion0, bp_proportion1, bp_proportion2, bp_proportion_stem0, bp_proportion_stem1, bp_proportion_stem2, triplets0, triplets1, triplets2, triplets3, triplets4, triplets5, triplets6, triplets7, triplets8, triplets9, triplets10, triplets11, triplets12, triplets13, triplets14, triplets15, triplets16, triplets17, triplets18, triplets19, triplets20, triplets21, triplets22, triplets23, triplets24, triplets25, triplets26, triplets27, triplets28, triplets29, triplets30, triplets31, mfe, efe, ensemble_frequency, diversity, mfe_efe_difference, dQ, dG, mfei1, mfei2, mfei4
covid19_4901-4301_InvCom_stem-311-412, 0.313725, 0.166667, 0.166667, 0.352941, 0.108911, 0.069307, 0.059406, 0.079208, 0.059406, 0.039604, 0.019802, 0.049505, 0.029703, 0.019802, 0.009901, 0.108911, 0.108911, 0.039604, 0.079208, 0.118812, 0.333333, 1.000000, 102.000000, 25.000000, 0.245098, 0.600000, 0.320000, 0.080000, 0.150000, 0.080000, 0.020000, 0.122222, 0.044444, 0.055556, 0.133333, 0.022222, 0.022222, 0.011111, 0.033333, 0.011111, 0.022222, 0.000000, 0.000000, 0.033333, 0.022222, 0.000000, 0.000000, 0.011111, 0.022222, 0.044444, 0.011111, 0.000000, 0.000000, 0.000000, 0.000000, 0.022222, 0.022222, 0.000000, 0.011111, 0.077778, 0.033333, 0.044444, 0.166667, -20.500000, -22.500000, 0.039106, 16.810000, 0.019608, 0.491903, -0.200980, -0.602941, -0.050245, -0.820000
covid19_5101-4501_InvCom_stem-402-566, 0.309091, 0.163636, 0.218182, 0.309091, 0.091463, 0.054878, 0.097561, 0.060976, 0.073171, 0.024390, 0.018293, 0.048780, 0.060976, 0.048780, 0.018293, 0.091463, 0.079268, 0.036585, 0.085366, 0.109756, 0.381818, 1.333333, 165.000000, 53.000000, 0.321212, 0.566038, 0.339623, 0.094340, 0.080863, 0.048518, 0.013477, 0.121019, 0.057325, 0.089172, 0.159236, 0.025478, 0.038217, 0.006369, 0.044586, 0.006369, 0.006369, 0.006369, 0.012739, 0.031847, 0.012739, 0.006369, 0.038217, 0.044586, 0.012739, 0.038217, 0.019108, 0.000000, 0.000000, 0.006369, 0.000000, 0.031847, 0.019108, 0.019108, 0.019108, 0.038217, 0.019108, 0.044586, 0.025478, -39.000000, -42.690000, 0.002496, 41.820000, 0.022364, 0.793992, -0.236364, -0.619048, -0.033766, -0.735849
covid19_5501-4901_InvCom_stem-15-78, 0.312500, 0.250000, 0.109375, 0.328125, 0.126984, 0.111111, 0.015873, 0.063492, 0.095238, 0.031746, 0.000000, 0.126984, 0.015873, 0.015873, 0.015873, 0.063492, 0.063492, 0.095238, 0.079365, 0.079365, 0.359375, 0.437500, 64.000000, 14.000000, 0.218750, 0.642857, 0.357143, 0.000000, 0.321429, 0.178571, 0.000000, 0.115385, 0.038462, 0.057692, 0.134615, 0.000000, 0.038462, 0.019231, 0.019231, 0.000000, 0.019231, 0.000000, 0.000000, 0.000000, 0.019231, 0.000000, 0.038462, 0.038462, 0.019231, 0.019231, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.019231, 0.000000, 0.000000, 0.038462, 0.115385, 0.134615, 0.019231, 0.096154, -9.200000, -10.010000, 0.267178, 4.660000, 0.012656, 0.224874, -0.143750, -0.400000, -0.071875, -0.657143
covid19_5501-4901_InvCom_stem-524-601, 0.358974, 0.217949, 0.141026, 0.282051, 0.155844, 0.064935, 0.090909, 0.051948, 0.077922, 0.038961, 0.000000, 0.103896, 0.051948, 0.000000, 0.012987, 0.064935, 0.064935, 0.116883, 0.038961, 0.064935, 0.358974, 0.647059, 78.000000, 21.000000, 0.269231, 0.523810, 0.380952, 0.095238, 0.174603, 0.126984, 0.031746, 0.098592, 0.056338, 0.084507, 0.126761, 0.014085, 0.014085, 0.028169, 0.042254, 0.028169, 0.014085, 0.000000, 0.000000, 0.014085, 0.028169, 0.000000, 0.014085, 0.042254, 0.028169, 0.014085, 0.014085, 0.000000, 0.000000, 0.000000, 0.000000, 0.042254, 0.000000, 0.000000, 0.014085, 0.098592, 0.084507, 0.000000, 0.098592, -17.600000, -18.360000, 0.290812, 7.790000, 0.009744, 0.263782, -0.225641, -0.628571, -0.075214, -0.838095
covid19_5601-5001_InvCom_stem-216-278, 0.269841, 0.253968, 0.190476, 0.285714, 0.080645, 0.048387, 0.096774, 0.048387, 0.080645, 0.048387, 0.000000, 0.112903, 0.032258, 0.080645, 0.032258, 0.048387, 0.064516, 0.080645, 0.064516, 0.080645, 0.444444, 0.750000, 63.000000, 14.000000, 0.222222, 0.357143, 0.428571, 0.214286, 0.357143, 0.428571, 0.214286, 0.078431, 0.098039, 0.117647, 0.137255, 0.000000, 0.000000, 0.039216, 0.000000, 0.000000, 0.000000, 0.000000, 0.019608, 0.019608, 0.000000, 0.000000, 0.000000, 0.000000, 0.019608, 0.019608, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.019608, 0.000000, 0.137255, 0.137255, 0.019608, 0.137255, -15.300000, -16.190000, 0.234124, 9.970000, 0.014127, 0.466464, -0.242857, -0.546429, -0.242857, -1.092857
covid19_5701-5101_InvCom_stem-122-184, 0.238095, 0.285714, 0.158730, 0.317460, 0.048387, 0.112903, 0.048387, 0.032258, 0.112903, 0.080645, 0.000000, 0.080645, 0.000000, 0.032258, 0.032258, 0.096774, 0.080645, 0.048387, 0.080645, 0.112903, 0.444444, 0.555556, 63.000000, 17.000000, 0.269841, 0.470588, 0.470588, 0.058824, 0.470588, 0.470588, 0.058824, 0.072727, 0.109091, 0.109091, 0.072727, 0.018182, 0.018182, 0.018182, 0.054545, 0.000000, 0.000000, 0.000000, 0.018182, 0.036364, 0.036364, 0.000000, 0.018182, 0.054545, 0.000000, 0.018182, 0.036364, 0.000000, 0.000000, 0.000000, 0.000000, 0.018182, 0.036364, 0.000000, 0.036364, 0.036364, 0.072727, 0.018182, 0.090909, -16.300000, -17.400000, 0.168352, 3.600000, 0.017460, 0.149117, -0.258730, -0.582143, -0.258730, -0.958824
covid19_6001-5401_InvCom_stem-155-228, 0.283784, 0.148649, 0.175676, 0.391892, 0.095890, 0.041096, 0.082192, 0.068493, 0.041096, 0.027397, 0.013699, 0.068493, 0.041096, 0.027397, 0.013699, 0.095890, 0.109589, 0.041096, 0.068493, 0.164384, 0.324324, 1.181818, 74.000000, 21.000000, 0.283784, 0.571429, 0.285714, 0.142857, 0.285714, 0.142857, 0.071429, 0.125000, 0.062500, 0.093750, 0.156250, 0.046875, 0.015625, 0.015625, 0.015625, 0.046875, 0.000000, 0.000000, 0.000000, 0.015625, 0.000000, 0.015625, 0.015625, 0.015625, 0.000000, 0.015625, 0.062500, 0.000000, 0.000000, 0.000000, 0.000000, 0.031250, 0.000000, 0.000000, 0.015625, 0.031250, 0.015625, 0.031250, 0.156250, -15.100000, -16.860000, 0.057204, 8.840000, 0.023784, 0.344465, -0.204054, -0.629167, -0.102027, -0.719048
covid19_6001-5401_InvCom_stem-475-543, 0.347826, 0.202899, 0.144928, 0.304348, 0.132353, 0.102941, 0.058824, 0.058824, 0.117647, 0.014706, 0.014706, 0.058824, 0.044118, 0.029412, 0.014706, 0.058824, 0.044118, 0.058824, 0.058824, 0.132353, 0.347826, 0.714286, 69.000000, 21.000000, 0.304348, 0.619048, 0.285714, 0.095238, 0.309524, 0.142857, 0.047619, 0.098361, 0.065574, 0.065574, 0.131148, 0.065574, 0.016393, 0.032787, 0.032787, 0.032787, 0.032787, 0.000000, 0.016393, 0.016393, 0.049180, 0.000000, 0.000000, 0.032787, 0.016393, 0.032787, 0.065574, 0.000000, 0.000000, 0.000000, 0.000000, 0.049180, 0.000000, 0.000000, 0.000000, 0.065574, 0.032787, 0.016393, 0.032787, -10.000000, -11.420000, 0.099478, 5.940000, 0.020580, 0.208954, -0.144928, -0.416667, -0.072464, -0.476190
covid19_6101-5501_InvCom_stem-13-128, 0.336207, 0.120690, 0.189655, 0.353448, 0.139130, 0.034783, 0.034783, 0.130435, 0.069565, 0.000000, 0.017391, 0.034783, 0.052174, 0.034783, 0.043478, 0.052174, 0.078261, 0.052174, 0.095652, 0.130435, 0.310345, 1.571429, 116.000000, 28.000000, 0.241379, 0.607143, 0.285714, 0.107143, 0.101190, 0.047619, 0.017857, 0.092593, 0.046296, 0.055556, 0.101852, 0.037037, 0.009259, 0.009259, 0.046296, 0.000000, 0.009259, 0.018519, 0.000000, 0.027778, 0.009259, 0.009259, 0.027778, 0.027778, 0.009259, 0.027778, 0.037037, 0.000000, 0.000000, 0.000000, 0.000000, 0.018519, 0.000000, 0.018519, 0.037037, 0.157407, 0.027778, 0.037037, 0.101852, -20.700000, -22.860000, 0.030008, 18.610000, 0.018621, 0.552022, -0.178448, -0.575000, -0.029741, -0.739286
covid19_6301-5701_InvCom_stem-83-170, 0.340909, 0.170455, 0.170455, 0.318182, 0.137931, 0.045977, 0.080460, 0.080460, 0.080460, 0.045977, 0.000000, 0.045977, 0.022989, 0.022989, 0.045977, 0.080460, 0.091954, 0.057471, 0.045977, 0.114943, 0.340909, 1.000000, 88.000000, 25.000000, 0.284091, 0.520000, 0.360000, 0.120000, 0.130000, 0.090000, 0.030000, 0.113924, 0.063291, 0.063291, 0.139241, 0.025316, 0.012658, 0.050633, 0.012658, 0.025316, 0.012658, 0.000000, 0.025316, 0.037975, 0.000000, 0.000000, 0.025316, 0.012658, 0.025316, 0.025316, 0.037975, 0.000000, 0.012658, 0.012658, 0.000000, 0.012658, 0.037975, 0.012658, 0.000000, 0.088608, 0.012658, 0.025316, 0.075949, -20.000000, -21.310000, 0.118595, 12.710000, 0.014886, 0.369854, -0.227273, -0.666667, -0.056818, -0.800000
covid19_6301-5701_InvCom_stem-517-589, 0.328767, 0.191781, 0.164384, 0.315068, 0.055556, 0.111111, 0.069444, 0.083333, 0.097222, 0.041667, 0.000000, 0.055556, 0.013889, 0.027778, 0.013889, 0.111111, 0.152778, 0.013889, 0.083333, 0.069444, 0.356164, 0.857143, 73.000000, 21.000000, 0.287671, 0.619048, 0.333333, 0.047619, 0.206349, 0.111111, 0.015873, 0.092308, 0.107692, 0.107692, 0.092308, 0.061538, 0.000000, 0.000000, 0.046154, 0.030769, 0.000000, 0.000000, 0.000000, 0.030769, 0.015385, 0.015385, 0.015385, 0.030769, 0.000000, 0.015385, 0.061538, 0.000000, 0.000000, 0.000000, 0.000000, 0.015385, 0.046154, 0.015385, 0.000000, 0.030769, 0.046154, 0.030769, 0.092308, -21.800000, -22.690000, 0.234563, 8.430000, 0.012192, 0.384417, -0.298630, -0.838462, -0.099543, -1.038095
covid19_6401-5801_InvCom_stem-465-532, 0.264706, 0.161765, 0.147059, 0.426471, 0.104478, 0.089552, 0.014925, 0.059701, 0.074627, 0.029851, 0.000000, 0.059701, 0.000000, 0.000000, 0.029851, 0.119403, 0.089552, 0.044776, 0.104478, 0.179104, 0.308824, 0.909091, 68.000000, 15.000000, 0.220588, 0.600000, 0.400000, 0.000000, 0.300000, 0.200000, 0.000000, 0.070175, 0.105263, 0.070175, 0.070175, 0.035088, 0.000000, 0.035088, 0.017544, 0.017544, 0.017544, 0.000000, 0.017544, 0.000000, 0.000000, 0.017544, 0.017544, 0.035088, 0.000000, 0.000000, 0.052632, 0.000000, 0.000000, 0.000000, 0.000000, 0.017544, 0.000000, 0.000000, 0.017544, 0.070175, 0.070175, 0.035088, 0.210526, -10.200000, -12.470000, 0.025166, 9.490000, 0.033382, 0.391016, -0.150000, -0.485714, -0.075000, -0.680000
covid19_6501-5901_InvCom_stem-97-166, 0.228571, 0.285714, 0.185714, 0.300000, 0.043478, 0.057971, 0.057971, 0.072464, 0.086957, 0.057971, 0.057971, 0.086957, 0.043478, 0.057971, 0.028986, 0.043478, 0.043478, 0.115942, 0.043478, 0.101449, 0.471429, 0.650000, 70.000000, 18.000000, 0.257143, 0.388889, 0.500000, 0.111111, 0.129630, 0.166667, 0.037037, 0.051724, 0.137931, 0.120690, 0.068966, 0.034483, 0.000000, 0.051724, 0.017241, 0.000000, 0.000000, 0.000000, 0.000000, 0.017241, 0.051724, 0.000000, 0.034483, 0.000000, 0.017241, 0.017241, 0.051724, 0.000000, 0.000000, 0.000000, 0.000000, 0.017241, 0.017241, 0.000000, 0.051724, 0.086207, 0.086207, 0.017241, 0.051724, -16.500000, -17.530000, 0.187128, 4.380000, 0.014714, 0.181400, -0.235714, -0.500000, -0.078571, -0.916667
covid19_6601-6001_InvCom_stem-334-402, 0.304348, 0.159420, 0.144928, 0.391304, 0.117647, 0.044118, 0.044118, 0.088235, 0.073529, 0.029412, 0.000000, 0.058824, 0.000000, 0.058824, 0.029412, 0.058824, 0.117647, 0.029412, 0.058824, 0.191176, 0.304348, 0.909091, 69.000000, 18.000000, 0.260870, 0.555556, 0.277778, 0.166667, 0.277778, 0.138889, 0.083333, 0.105263, 0.052632, 0.105263, 0.157895, 0.017544, 0.000000, 0.017544, 0.052632, 0.017544, 0.017544, 0.000000, 0.017544, 0.000000, 0.017544, 0.000000, 0.017544, 0.052632, 0.017544, 0.000000, 0.017544, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.035088, 0.052632, 0.052632, 0.017544, 0.157895, -12.400000, -13.720000, 0.117135, 12.990000, 0.019130, 0.488380, -0.179710, -0.590476, -0.089855, -0.688889
covid19_6701-6101_InvCom_stem-12-73, 0.387097, 0.209677, 0.193548, 0.209677, 0.098361, 0.065574, 0.131148, 0.098361, 0.114754, 0.049180, 0.000000, 0.049180, 0.032787, 0.081967, 0.032787, 0.032787, 0.147541, 0.016393, 0.016393, 0.032787, 0.403226, 0.923077, 62.000000, 17.000000, 0.274194, 0.647059, 0.352941, 0.000000, 0.323529, 0.176471, 0.000000, 0.111111, 0.074074, 0.074074, 0.111111, 0.037037, 0.000000, 0.018519, 0.055556, 0.018519, 0.018519, 0.000000, 0.000000, 0.055556, 0.000000, 0.000000, 0.018519, 0.055556, 0.018519, 0.000000, 0.037037, 0.000000, 0.000000, 0.000000, 0.000000, 0.018519, 0.037037, 0.000000, 0.000000, 0.111111, 0.055556, 0.055556, 0.018519, -11.900000, -12.910000, 0.195184, 8.710000, 0.016290, 0.383731, -0.191935, -0.476000, -0.095968, -0.700000
covid19_6701-6101_InvCom_stem-249-322, 0.229730, 0.202703, 0.216216, 0.351351, 0.041096, 0.054795, 0.095890, 0.041096, 0.068493, 0.013699, 0.027397, 0.095890, 0.068493, 0.027397, 0.054795, 0.054795, 0.054795, 0.109589, 0.041096, 0.150685, 0.418919, 1.066667, 74.000000, 18.000000, 0.243243, 0.500000, 0.333333, 0.166667, 0.166667, 0.111111, 0.055556, 0.098361, 0.032787, 0.065574, 0.131148, 0.032787, 0.032787, 0.016393, 0.032787, 0.032787, 0.000000, 0.000000, 0.000000, 0.000000, 0.016393, 0.016393, 0.049180, 0.016393, 0.016393, 0.049180, 0.016393, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.016393, 0.016393, 0.032787, 0.065574, 0.081967, 0.049180, 0.081967, -14.700000, -15.700000, 0.196240, 6.590000, 0.013514, 0.306548, -0.198649, -0.474194, -0.066216, -0.816667
covid19_6801-6201_InvCom_stem-194-256, 0.365079, 0.126984, 0.158730, 0.349206, 0.080645, 0.032258, 0.129032, 0.129032, 0.064516, 0.016129, 0.000000, 0.048387, 0.064516, 0.032258, 0.016129, 0.048387, 0.161290, 0.048387, 0.016129, 0.112903, 0.285714, 1.250000, 63.000000, 18.000000, 0.285714, 0.722222, 0.222222, 0.055556, 0.361111, 0.111111, 0.027778, 0.200000, 0.054545, 0.072727, 0.181818, 0.018182, 0.018182, 0.018182, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.018182, 0.018182, 0.018182, 0.000000, 0.000000, 0.000000, 0.000000, 0.036364, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.036364, 0.127273, 0.054545, 0.054545, 0.072727, -11.300000, -12.310000, 0.194664, 16.970000, 0.016032, 0.698618, -0.179365, -0.627778, -0.089683, -0.627778
covid19_6801-6201_InvCom_stem-266-370, 0.257143, 0.200000, 0.133333, 0.409524, 0.086538, 0.076923, 0.028846, 0.067308, 0.057692, 0.019231, 0.019231, 0.105769, 0.009615, 0.009615, 0.028846, 0.076923, 0.105769, 0.086538, 0.057692, 0.163462, 0.333333, 0.666667, 105.000000, 23.000000, 0.219048, 0.652174, 0.260870, 0.086957, 0.217391, 0.086957, 0.028986, 0.105882, 0.035294, 0.047059, 0.117647, 0.035294, 0.011765, 0.011765, 0.047059, 0.000000, 0.011765, 0.000000, 0.000000, 0.023529, 0.035294, 0.000000, 0.035294, 0.035294, 0.011765, 0.023529, 0.035294, 0.000000, 0.000000, 0.000000, 0.000000, 0.011765, 0.047059, 0.000000, 0.035294, 0.047059, 0.058824, 0.035294, 0.141176, -12.000000, -14.410000, 0.019963, 26.000000, 0.022952, 0.780106, -0.114286, -0.342857, -0.038095, -0.521739
covid19_7101-6501_InvCom_stem-200-270, 0.295775, 0.211268, 0.140845, 0.352113, 0.071429, 0.071429, 0.071429, 0.085714, 0.057143, 0.028571, 0.028571, 0.100000, 0.042857, 0.042857, 0.014286, 0.042857, 0.128571, 0.057143, 0.028571, 0.128571, 0.352113, 0.666667, 71.000000, 18.000000, 0.253521, 0.555556, 0.333333, 0.111111, 0.277778, 0.166667, 0.055556, 0.098361, 0.081967, 0.065574, 0.081967, 0.032787, 0.000000, 0.032787, 0.049180, 0.032787, 0.016393, 0.000000, 0.016393, 0.000000, 0.032787, 0.016393, 0.000000, 0.032787, 0.016393, 0.016393, 0.049180, 0.000000, 0.000000, 0.000000, 0.000000, 0.032787, 0.000000, 0.000000, 0.016393, 0.098361, 0.065574, 0.016393, 0.098361, -9.900000, -11.600000, 0.063151, 13.160000, 0.023944, 0.543971, -0.139437, -0.396000, -0.069718, -0.550000
covid19_7201-6601_InvCom_stem-42-139, 0.397959, 0.193878, 0.173469, 0.234694, 0.134021, 0.092784, 0.123711, 0.051546, 0.092784, 0.030928, 0.000000, 0.072165, 0.051546, 0.020619, 0.020619, 0.072165, 0.123711, 0.041237, 0.030928, 0.041237, 0.367347, 0.894737, 98.000000, 25.000000, 0.255102, 0.560000, 0.360000, 0.080000, 0.112000, 0.072000, 0.016000, 0.114583, 0.020833, 0.052083, 0.125000, 0.020833, 0.031250, 0.020833, 0.020833, 0.020833, 0.000000, 0.000000, 0.000000, 0.052083, 0.000000, 0.010417, 0.010417, 0.010417, 0.041667, 0.031250, 0.020833, 0.000000, 0.000000, 0.000000, 0.000000, 0.041667, 0.010417, 0.010417, 0.020833, 0.145833, 0.083333, 0.041667, 0.041667, -13.400000, -15.130000, 0.060526, 14.350000, 0.017653, 0.453477, -0.136735, -0.372222, -0.027347, -0.536000
covid19_7201-6601_InvCom_stem-355-449, 0.442105, 0.126316, 0.136842, 0.294737, 0.180851, 0.063830, 0.095745, 0.106383, 0.074468, 0.000000, 0.000000, 0.042553, 0.031915, 0.031915, 0.010638, 0.063830, 0.159574, 0.021277, 0.031915, 0.085106, 0.263158, 1.083333, 95.000000, 25.000000, 0.263158, 0.760000, 0.200000, 0.040000, 0.253333, 0.066667, 0.013333, 0.142857, 0.059524, 0.059524, 0.166667, 0.023810, 0.000000, 0.011905, 0.035714, 0.000000, 0.023810, 0.023810, 0.000000, 0.023810, 0.000000, 0.000000, 0.000000, 0.047619, 0.000000, 0.000000, 0.023810, 0.000000, 0.000000, 0.000000, 0.000000, 0.011905, 0.000000, 0.011905, 0.000000, 0.202381, 0.023810, 0.035714, 0.071429, -15.700000, -17.260000, 0.079023, 14.790000, 0.016421, 0.422064, -0.165263, -0.628000, -0.055088, -0.628000
covid19_7301-6701_InvCom_stem-336-426, 0.450549, 0.153846, 0.098901, 0.296703, 0.222222, 0.066667, 0.055556, 0.111111, 0.055556, 0.033333, 0.011111, 0.055556, 0.055556, 0.011111, 0.011111, 0.022222, 0.111111, 0.044444, 0.022222, 0.111111, 0.252747, 0.642857, 91.000000, 14.000000, 0.153846, 0.500000, 0.428571, 0.071429, 0.250000, 0.214286, 0.035714, 0.064935, 0.051948, 0.051948, 0.090909, 0.012987, 0.012987, 0.012987, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025974, 0.000000, 0.000000, 0.012987, 0.000000, 0.012987, 0.025974, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.038961, 0.000000, 0.000000, 0.000000, 0.272727, 0.103896, 0.025974, 0.181818, -7.700000, -8.910000, 0.140638, 9.510000, 0.013297, 0.383027, -0.084615, -0.334783, -0.042308, -0.550000
covid19_7401-6801_InvCom_stem-3-75, 0.410959, 0.164384, 0.150685, 0.273973, 0.166667, 0.069444, 0.041667, 0.125000, 0.083333, 0.041667, 0.013889, 0.027778, 0.041667, 0.041667, 0.041667, 0.027778, 0.125000, 0.013889, 0.055556, 0.083333, 0.315068, 0.916667, 73.000000, 11.000000, 0.150685, 0.454545, 0.454545, 0.090909, -1.000000, -1.000000, -1.000000, 0.015625, 0.031250, 0.031250, 0.015625, 0.031250, 0.046875, 0.000000, 0.031250, 0.000000, 0.000000, 0.000000, 0.000000, 0.062500, 0.015625, 0.015625, 0.015625, 0.015625, 0.000000, 0.062500, 0.031250, 0.000000, 0.000000, 0.000000, 0.000000, 0.062500, 0.015625, 0.015625, 0.015625, 0.218750, 0.078125, 0.046875, 0.125000, -5.500000, -6.710000, 0.140575, 7.410000, 0.016575, 0.375550, -0.075342, -0.239130, NaN, -0.500000
covid19_7401-6801_InvCom_stem-209-286, 0.435897, 0.141026, 0.166667, 0.256410, 0.181818, 0.090909, 0.103896, 0.064935, 0.051948, 0.012987, 0.000000, 0.064935, 0.064935, 0.000000, 0.038961, 0.064935, 0.142857, 0.038961, 0.025974, 0.051948, 0.307692, 1.181818, 78.000000, 20.000000, 0.256410, 0.600000, 0.300000, 0.100000, 0.300000, 0.150000, 0.050000, 0.076923, 0.046154, 0.061538, 0.123077, 0.046154, 0.015385, 0.030769, 0.030769, 0.015385, 0.000000, 0.000000, 0.000000, 0.061538, 0.030769, 0.030769, 0.015385, 0.046154, 0.015385, 0.015385, 0.046154, 0.000000, 0.015385, 0.015385, 0.000000, 0.123077, 0.015385, 0.000000, 0.000000, 0.076923, 0.000000, 0.015385, 0.030769, -7.600000, -9.830000, 0.026652, 12.060000, 0.028590, 0.488039, -0.097436, -0.316667, -0.048718, -0.380000
covid19_7401-6801_InvCom_stem-500-585, 0.290698, 0.197674, 0.139535, 0.372093, 0.070588, 0.070588, 0.070588, 0.082353, 0.047059, 0.023529, 0.023529, 0.105882, 0.047059, 0.035294, 0.011765, 0.047059, 0.129412, 0.058824, 0.035294, 0.141176, 0.337209, 0.705882, 86.000000, 24.000000, 0.279070, 0.583333, 0.333333, 0.083333, 0.194444, 0.111111, 0.027778, 0.105263, 0.092105, 0.078947, 0.092105, 0.052632, 0.000000, 0.026316, 0.039474, 0.026316, 0.013158, 0.000000, 0.013158, 0.013158, 0.039474, 0.013158, 0.000000, 0.026316, 0.013158, 0.013158, 0.065789, 0.000000, 0.000000, 0.000000, 0.000000, 0.026316, 0.013158, 0.000000, 0.026316, 0.065789, 0.026316, 0.013158, 0.105263, -14.600000, -16.260000, 0.067891, 10.130000, 0.019302, 0.325882, -0.169767, -0.503448, -0.056589, -0.608333
covid19_7501-6901_InvCom_stem-508-589, 0.487805, 0.121951, 0.109756, 0.280488, 0.246914, 0.061728, 0.074074, 0.098765, 0.061728, 0.024691, 0.000000, 0.037037, 0.037037, 0.012346, 0.024691, 0.037037, 0.148148, 0.024691, 0.012346, 0.098765, 0.231707, 0.900000, 82.000000, 16.000000, 0.195122, 0.812500, 0.125000, 0.062500, 0.270833, 0.041667, 0.020833, 0.111111, 0.013889, 0.027778, 0.125000, 0.027778, 0.000000, 0.013889, 0.027778, 0.000000, 0.000000, 0.000000, 0.000000, 0.055556, 0.000000, 0.013889, 0.000000, 0.027778, 0.013889, 0.000000, 0.027778, 0.000000, 0.000000, 0.000000, 0.000000, 0.027778, 0.013889, 0.027778, 0.000000, 0.236111, 0.097222, 0.041667, 0.069444, -5.000000, -7.200000, 0.028390, 22.000000, 0.026829, 0.944105, -0.060976, -0.263158, -0.020325, -0.312500
covid19_7601-7001_InvCom_stem-133-217, 0.400000, 0.211765, 0.141176, 0.247059, 0.142857, 0.083333, 0.035714, 0.142857, 0.119048, 0.035714, 0.011905, 0.047619, 0.047619, 0.047619, 0.035714, 0.011905, 0.095238, 0.035714, 0.059524, 0.047619, 0.352941, 0.666667, 85.000000, 21.000000, 0.247059, 0.571429, 0.333333, 0.095238, 0.285714, 0.166667, 0.047619, 0.096386, 0.024096, 0.060241, 0.084337, 0.000000, 0.012048, 0.024096, 0.084337, 0.024096, 0.024096, 0.000000, 0.000000, 0.024096, 0.024096, 0.012048, 0.012048, 0.048193, 0.048193, 0.024096, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.048193, 0.012048, 0.012048, 0.000000, 0.168675, 0.060241, 0.012048, 0.060241, -8.300000, -9.710000, 0.101249, 10.860000, 0.016588, 0.377533, -0.097647, -0.276667, -0.048824, -0.395238
covid19_7601-7001_InvCom_stem-254-348, 0.473684, 0.147368, 0.147368, 0.231579, 0.234043, 0.053191, 0.063830, 0.127660, 0.074468, 0.031915, 0.000000, 0.042553, 0.053191, 0.053191, 0.000000, 0.031915, 0.106383, 0.010638, 0.085106, 0.031915, 0.294737, 1.000000, 95.000000, 22.000000, 0.231579, 0.590909, 0.318182, 0.090909, 0.147727, 0.079545, 0.022727, 0.103448, 0.057471, 0.068966, 0.114943, 0.022989, 0.011494, 0.011494, 0.022989, 0.000000, 0.000000, 0.000000, 0.000000, 0.045977, 0.011494, 0.011494, 0.000000, 0.022989, 0.011494, 0.011494, 0.022989, 0.000000, 0.000000, 0.000000, 0.000000, 0.045977, 0.011494, 0.000000, 0.000000, 0.252874, 0.045977, 0.022989, 0.068966, -13.000000, -14.000000, 0.196367, 9.150000, 0.010526, 0.293064, -0.136842, -0.464286, -0.034211, -0.590909
covid19_7601-7001_InvCom_stem-445-539, 0.400000, 0.189474, 0.178947, 0.231579, 0.127660, 0.095745, 0.127660, 0.053191, 0.095745, 0.031915, 0.000000, 0.063830, 0.053191, 0.021277, 0.021277, 0.074468, 0.117021, 0.042553, 0.031915, 0.042553, 0.368421, 0.944444, 95.000000, 25.000000, 0.263158, 0.560000, 0.360000, 0.080000, 0.112000, 0.072000, 0.016000, 0.118280, 0.021505, 0.053763, 0.129032, 0.021505, 0.032258, 0.021505, 0.021505, 0.021505, 0.000000, 0.000000, 0.000000, 0.053763, 0.000000, 0.010753, 0.010753, 0.010753, 0.043011, 0.032258, 0.021505, 0.000000, 0.000000, 0.000000, 0.000000, 0.043011, 0.010753, 0.010753, 0.021505, 0.129032, 0.086022, 0.043011, 0.032258, -13.400000, -15.090000, 0.064503, 13.780000, 0.017789, 0.443372, -0.141053, -0.382857, -0.028211, -0.536000
